customer,contiguous days
9860f1869b26f50d2b3d35e51f13d7cadf9141034d0a3b3019000c20487c654a,[8]
5f859124a88b910f09578c1755b99f8e76429fd7d2bff2977add449589f25c87,[8]
5d86437e1dfd34ac581f76ec5cf9155b27950ff0798f26a0c02fb665389ac185,"[4, 3]"
d457db3612ecc1b12757bbb2e08d2be02857479567519dc306ec1e84129d3bac,[8]
3b5240799c6945f5d113b25866082a25c9bc8bedf9b1cccb52155dec7666b087,[8]
4669f4e6ecc7f7f5d54dbb2146039b687d131af85e5c12bad8e293c8723462fe,[8]
eb70808deb6d95f1fd39bd9815c35b35a035e2130bbb6581b639b0f22dfb7416,"[1, 6]"
09e33160f8ec6033b746b2bf6ff20d897e58a39131e95d42344c41b526296204,[8]
83c1fff3a947b6eeef8f3520f49cbaef10fa2f9ad118df8448c704d985149884,[8]
fc54735d59c499052964b3a10ef956dbdd812db7796b6be64fea77506fd02634,[7]
593a73103e21ecb43104ffdf6fbc38925b758f36de55e975aa1bab680e7f0e03,[8]
ced16d811c296b430d4e797f489e6b3d8f1379fe56578ed507d250127aff9e41,[6]
d5f2429aa9fb9f1bac2d019179f34798c5dfa28192fa5c9696aaf32132785c47,[8]
7e45fc8e4b2e676f27c2917105d65669c42f7ae343f44a311578c591d433adda,[1]
54d7d92d8082cd7f0d7ddcf8effcaf809b90be6258059a57592f6ec6fa4c277b,[8]
35689c9d0f39a920df656cea676743ca8351565530be6a88439cfbd1ed89ec27,"[6, 1]"
ecdfc5bb5e06a002462e50f7d9b099048b59336cfad8dbc5c92bd179db5db928,[8]
57e44ecf3a7a5d24bb212f50758da0f9ff04479448b7bb8a3b9bfa75985e81db,[8]
aab4d90f07a81fe32efdd81256d5602a732acf206a75a7a7f4adfaa1b10ebfef,[8]
5a90e36798273c94e2ada8720ba8e4a8f2bd44ecf70979b4b7e1b3472a6d1d04,[8]
bdb312373547d4d8815425bbea0ad895603aeeb72d63f05b28f225328aef5b80,[4]
992d1e70564ed00e9987d149e61e1b28ae1ec6b5401dd4785677e15b5a9547cb,[8]
5afba53ef41ed684f6dea9ecb689ce5a8f729bbca3a0220e6a2ea40d32cd0e1d,[8]
c6599467be400b7e29c0b6c2799c7c4d3efc5c405390adabe6b567b6e834cb54,[7]
23211978d224a12a4fc43d480743d102aeafa70cdd83d299d59de8f42eae2dd9,[8]
ab5fd0fff19a345f722b9fc359570408b433c8d0a59e5a15cf9a4b1f2223e9b4,"[6, 1]"
a03a8c41358a0de30c46f8ecf7297706e97e487a5e4a9c823253fb26c8fe75bc,[8]
ea170bc1463a2cbb34a209dd117e3a5e6b8c16bfc4feec4f2a41c4e1a6a36f20,[8]
f825ac1a714a27154f74feb47282134eec0688e76921f5622a33a632f8b42991,[8]
4af890e4a26f50a9f01765fb97ff6c54ea2b4b503807ed47530cbcd861dd429f,"[3, 4]"
c914154ba73ca3f2d6763ed2708c385318e869743bd604912854ebdfc4965119,[8]
3fa149cb7abf602a1e88730ddbe92acb5a733a216ed45bd7116af198d3f45ec5,[8]
5eebcab7fedb2d2ee59f3492826a34d9b1a04f3850123a878cdb14ff8f7b5782,[8]
97787350baa77613e2278ff6e1c5697cdcd05e1c7181966b42e3c8fdb3f67614,[8]
a73a60e945a689312b5485aa7ed4a5efd1f4b80661a87da7005afb25543267c3,[8]
e6eb815ba1604e2ec40051871856c750df9d4280453e2a32a3acd29ded6724ab,"[4, 3]"
d4b7a9d459f219b1eef959ef0c7f5487d3ef1f227ad1d49a52bae9342b7301ce,"[5, 2]"
e3c6bd37ac612e3b8d68db1233c4e7ece9c9dc2ccd5f80023f1776a57a6e10e3,[8]
c48f38b31b201339259a0f0c785fb98fdde2a63d9871b4ada4caedabbeb44f63,[8]
b2479ed98fcda41911dbb4bfb9eeb7752b0b264cc5167f36d66a49dd796eddca,"[3, 4]"
f8c0213cee2c51d6007eae0cab4594fccd52265001847c6208f78dc54d28f4ec,[7]
69e2f8cfdd8261336615068c74c1db59176ad77480e7b4b8824623cc461454b1,[8]
abb695580968f6cfb20235409ca71390fe31094d7fc00e52b9c31a491413d1f3,[8]
0952e32f5e84a0cb0d9a8c7292356b60d488ca1e7f98d4e67d4e930ab7d7aced,"[2, 2, 1]"
0cb2c1bc98290733a37e0e0b42965eeb80beb14a1817c43754f6f710896f8483,[8]
c6e95caedbf25cb79abc52b772c9e6f568c2f4c40a9348adeefdfd1f0841336d,[8]
fdcc901804e858abc05cae03d16749f1038b0adadf3a1a8a72492675344bfa5b,[8]
670e7b8d9c94e1b6de2087ab9e3d8a6e51c326c485bfb01d278d33d235855bd2,[8]
98ad66b00b68b95762253fbf93b4da48841b7d41ef9c258d1bc0080e64c42f41,[8]
8095c5562c1edc3ee11463cc0c44e5f136497c3b15dddfe549b0037622830195,[8]
174fa8dae75c3d9cfe131f45cb99a8f63ee6218653527e4b546c8e38f7e61bee,[8]
18a2c7919071a3aa622cc1dc5b9867c7f46fd96f964bee72b2478a964e00b7f3,"[4, 1]"
fa9579751139cf7e115e8f7eb4f5622d9d44a652a06df4cb3f53f71013570465,[8]
1e3e45fc4f440d0fd11729127d636917ea5a830df38278f18b00c01267e5086e,[8]
6b5e6e1d1b5e83d7f6be6c4940fd494ce5c2f2690b949606f70dc57f8737f972,"[3, 2]"
255ea2952184e3e252606b5acf782399deb6bb62d093f14877a4c3b0edaf0f93,"[3, 1]"
67bdcc5809de1300dfb3f8a5abc91f6e41a580ac4fa66655aba3c0a23cdf738c,"[1, 6]"
e51c2c26cab3378c9bac36695c5928f34f34fd74ca1fde4ba19651f0b1388e20,"[1, 6]"
4b4d34986f03a5806aa026fdc606d8bd7844f9369d5252849c8a31ba641d9918,[8]
6adeb9d053c4d104b06f8de93a6c85643efed5b59626fa0590a6392931f7953a,[8]
b885c9d01d746d648adee5b7b8cc8a0ed69c2de5c82862a28766ec52cdfcf268,[8]
f14811efad759967411632f601a9052de2182bbadeee64852297694c602edd4f,[8]
cfbd1c84eaafb43be0cdf2978f609f36dd30f37d21dd42c4c6589ade38b7dc82,"[4, 3]"
f533c51bddeebc368b549c5e68aac77af865f95959ad2d3ac9c9d4b551bd8d6c,[8]
a0fc3caebf6aacccc6760371faf74e4c6582bb58264152b69f532aee76da7197,[8]
03f3f2e65057ebb90aa6e935c553def96b524bf8dd1b5c60ed6fef244c02e976,[8]
5a7195dd2d7d1570f66e601759a1b25e37ca5b8ace93ceb27ed144c6098d7eca,"[5, 2]"
13062e5933772624260c0aecb68b8338a7cc4a758e5f5dac1b1b0345233f075d,"[1, 1, 1]"
3d053871ebccfd33b624624eea17aa6c8ea25dad4a8251cf21bd79d8bfda345c,[8]
562d33172405bff31a5e1a54cf7c479355e3fd5740e03e96206905e8dff60ab7,[8]
f73ad2bce903a8fc2f197fd6767ca3c145c4e1e9eced89f90c59882c257e9645,[7]
c8e10252b40dc2c30bf18c9573b1d7053bfa6d1573a8072e724aff2811d6caad,[8]
87116d3542c66b382a16f67232c4f9a74c999485a3d80c305bc8e29d4620108b,"[6, 1]"
7df6dfffa11cce237fdd7bc6dbb9c84d108ed5dcc79e51272fcec0b3855a2bc1,[8]
67a1570561f66753ac9b36161726258ed96c1f7c2669d7f3265b2ddd623c7ad9,"[3, 4]"
94d194f2f0f44bdec45e72a5eb8a8f3cd040d12c4b89156128da49a5ee37be8a,[8]
697b3816a5321a8063ece6e954b3b742b5067f94a6648b58ba9ff784e274ce38,"[6, 1]"
3aefefc241888bce87fcd626ef59d971c48f9fd6d1e67538831d32d452d2976c,[2]
74140ac33f28ffa89808c399df7dec4b15e4fd0433a7ac07ebdf96d80cf85547,[8]
d4279178e70930ece01c373041c2fd94b395cd4e96115764ad66cef54ea0b720,"[1, 1, 4]"
af6448632ad3a12ae5968368c7066c0f896b8eadc1f9b2a29e14ea557249c5ae,[8]
113f05192ffb0fde9a4f356bcc4c35100731afda479cd0f97410a2a8b012402a,[8]
39395227edbaf092bd9df57e49951073ec9013c074d8807d4ee22c38265c3de2,[8]
5843a0a7912eb3b0b1b4082641e9de43977844cb9b608e1d00965f60d665a6bd,[8]
4817af2539bbd6127255344688c5d275bdb2bdcefdeea028a03cf507f87cc05e,[8]
667306d50d5561c6479937c041ab518e2c0003dc40fefbe9c3f69d09476ea4a7,[6]
4a557de69b87bfe3c75c967b33bac566eec5efe1fb3b908cc56b7fe333d1f2d7,"[1, 5]"
b60a88b5757374d8892b8ac2b792bf83fa490255d767067effeb806902d664e1,[8]
c4a8eee1c2c2ac69bc69cc534a6d7aa4ce1f19ed7f02169cf5d69fd4b4eb9f82,"[1, 1]"
c5929ddd59feb1d6e88050698f96e6cec902ff66896711be5dcc21c061a40527,[8]
3ffbd40cfaf3192993334ad7676ec5ab625e288b74351ab4809ea0b7a1350762,[8]
ae9febf5a935e2321c607d4c1ecbcd01fa717438c07232bbe7c2bc4b4a646d79,[7]
2bbc2fd21537a119f5058c46ff2b4fcbc149093bdf92aa640ba2ef8fb34d7413,[8]
0ca4eada876dbab0e69da6628fd098c949afa37b905c03f5579cd2fe7e3d5df6,[8]
0fbc9e6b130e5aed3d5c8b0954efa09eea26c2dec4a5d71b999372ac981cd642,[8]
0f5ea87e3c4de32f93205bb598760e7d409033abfcac81d45a133fe5643f0294,"[6, 1]"
29a3d51d6977456f7823cf53ec02eca354384cccb52a0c70fefcae2bd3a088d5,"[2, 2]"
f794a68dd08b077c8ff5c4930a285b1ac9a6162b0669f694ea5d1cc37156dac3,[8]
06557f392550eaac928e0ecee9e6def129501e6f6c49bbbe071e06e3b564549d,"[1, 1]"
00c7e5584f7b61daff78f829dd98311723f18b039bea3b64bca1e661fe9303c1,"[2, 1, 2]"
983ebf2f6c07950f1f6337b752bd33cf281d9082779ad992205a371295516f8a,[1]
88a114a343b1af10380cb355e1ca5d909f42bd31ed846418c6a23f647dd771e3,[8]
ef2ae77fd91039c3993c66923c0b2a3a1e508b87be93b0289dfd586f1209f9b9,"[6, 1]"
0c66109bfb8a5fc5f9367f447ae392a2b9ddf6b38e62d8c8cb88a08d257acc7e,[8]
788c2a631b9a5ce1e2f3ad6ffc3da18aa011a2174fb6726ca6738d5b287ff288,[1]
de958e21c438d1577a4596a7ce711856a65cdcf01908cbd7fd541c409dacda9d,[8]
207661a8d288bf7e7e33d73bd3bd7e8014b5f245690a1ab776d060c9b8fc2756,[8]
9bdefac7f19fd087f59a961e55db94bbc91f24966d4211214672dbe3fc0777a6,[8]
69431cb4e88737ab188826807e30ef9713159c74f4bddb1c52221cad4754852d,[8]
f1a390f5e6209a51abe94b1109acbd6c2b41a029e2cb98fb93e1374e59138267,"[5, 1]"
64f65c2902a7a630b5401945fde590900437028ab2a73e0cfa234c4d65b35d7f,[8]
64e03d9697d48fcfdf76050fadea7669e87dda7dcad00dcd328b587ae0afc16f,[6]
b97fba571c67a067ece0b2f8bb1bcf71077861c88e0e14c02eb7491189dd8222,[8]
cdc17de915c4ad4a4eab9c8e8f4285925c7fd3ee16e112d4edd94d60a297f593,"[2, 5]"
7efb1bea115effe16a5decd0f653c08e1e7009bba0416ee4bfefa4cc936bf2f4,[2]
17b48b4e439964de71a4b21b22ee1d424c56d0f539643cdc06602412a1d88872,[8]
848eaca98fe4c7430b8fab52757df3a9701916bf811993efad4141414344f367,[8]
36f5c8dc8bd55574bda062340815484068a7e6cbae62e48f9254e0922fd53375,[8]
af561394bfb821e0aeaa312c07dcc757ff328c72958df7fe23b3dde8499da9e3,[8]
144f316d4f0c1180b493c22c0385187ff6df63d49deddbc5dc74d9a4941ce98b,[7]
2d05d93fe19131bf158c5afa343f44ac9853d59f7fad47b0704c21260459903e,"[2, 3]"
f580ea280882acc86755f47b7ce9bc22c3a990f9563b0abfdc6d4943f787662f,[8]
837f0320c16cf3b25902c53e13ef8025610e22079676d34c9ce87348fe097827,[7]
75b2a2b899539587a6b19b7b19443a01f1a0ca2352a8aeb6e9b4b96336e97697,[8]
fe3355e51e3a1b24ee44fefbb63acc87c0568bb057fa8792abe5058290649c96,"[6, 1]"
1e15ad09efbd20afabf43a4f043f56c93ff7231fbca04593218f839fbbcacce1,"[1, 1, 4]"
688840b951c8f3addfafcc34aba7e0b7dbb0f86f84ff70d7bc9bc30446d6bcd2,[8]
45b5b770eb1ff15ea634b738af933dede3faf74e954e31a348e941f33bc798d8,[8]
f22f3d0c388478c7af0dae6c3710774212b56a4f5a9bbd98a715ade361528e19,[8]
832a064353176010931a70450d5789dc0f32f8f6e3e3bf9f92a57b51e5f8d34b,[8]
d311852d89569b7fe3c4d587e543e3f35fb4094a431a7ae08ce9be82d48446f6,"[4, 3]"
a297cd1af1dacaf61cc294901673d3fef54c787f0b9db56ff6369df4ed4ec125,[8]
b71fe3d54c5cd6f9f621f4a5ae1811b46eb2f6d1f76fde2c72a58b79616d3527,[5]
07383b5520d35dfc07510f9662cbd905881d5c760d1adb540ff55e7344aa968a,"[1, 6]"
9512d450726f934efb1805a26544dc437caca7cd0bb3d9ce8d5269790246fe33,[8]
1bbbdd8f2dd0ab45bcbdf6b715fd126c2f543447aae2ad6c4a764ba24486be13,[4]
8126e1db3714ea5cd6c9a8a1fe3ac18eb829046670527791481dea4c4e696035,[8]
b0526c0da77dd2b78add76edd3f192c5053a19a303bfb013653684a870996fae,[8]
6f1fa977d03e958f67ee3dc911f9b4952a9a55f0b56e60f7bc0d69804430b1f6,[8]
d682a80d645c287074408bcd061d3c5e1c95f49b59cf97f928f49b436186206f,[8]
97e9a3928c153ddf2b633e21f0bf4ea99bdc2231d779e64a6a8babdd5aa3b006,[8]
66ce4394c6d62f9fbeb4d2bf0d9bc1b99225b24432b613cfee67328a3ba9ce71,[8]
80d03b312b909c1d5d4542307d4e930546b22378d4c22a5bcec074b9d0f7c9cd,[8]
1019f95867d8a400f797f32eca0abd907d72ad8d63a17f4befd20a289bafd26e,[8]
c2cd394ae3f36ffbe66c52682568f021172a1cef09b0435abebb0ecd39f65f44,"[2, 5]"
5e596b8ce7925e96255daff5ee64086775afe3224c1beae7a6f241273174dc85,[8]
76bfcbf5d313f5d81977fe7eeb8ff2bac14f306c517b86a8ead02b3748e68ad2,[8]
e84c27a385b7252ecdf06013359844757105a8fa4b5e64fb90f12203f906fe1a,[8]
38cad0b1f4f3c1873491805f4443cfdf20cbf1765ae843c8f17adaffcda7c268,"[1, 4]"
74a30c4af13a99df76108a22c056baea5d8e4e5ceb7f19e3fb8b4e8796334ae6,"[5, 2]"
4a96f887a0f2182dc3093e125d9daf26205443cb49a91c9a4ae211da7ce910da,"[5, 1]"
aaa3812d993d9a11483f971c7d1dad0eea8c8bedc356bf945eeb2d912a82985a,[8]
8ce64b5db835cfdb15a3660f4badcf221035308aba1a55fac65c77306f0f1c90,[8]
de103daa56d41bb675dd21a5489e6ba601efa0e6694a297b5e8f5bc6f3e87012,"[2, 1]"
e57268c52c5ac27e2cf6e31a1e4afae91ca5d25d0fbb2fe6507ac43a95ae90bd,[8]
d070b9cbe58e5e521adea03345853cb925163080a1776a570c73834f097db7ed,[8]
0c862f3b7958cde67acb574f22255be8230de75f61b03499723946a146c2f1e7,"[1, 1, 3]"
d758d9d99a70b5b110b4dec0f06ec6798400e28ff48fa110e1d90ecd949eb9ff,[8]
1535290b79904c5d8b8c87acca625d48cb4f6b528a1201cc88a7bf30442545b8,"[2, 4]"
8ad14288dfca1db360ba81a869331c73a3b5af04c8b9f43c7faf0281741d285b,[8]
a0beafde6b9c7889f8facba95cf6af4e5de4258c8b7aa8731880caead579df74,[8]
765f9d5a25528b13da4714eafa6710f3ca185d7bf35232cd1fb3dda353b21e1e,[8]
a3029598e2b59a8465c157a385995a70912b2844bd22d7efdc782312e42f3adc,[8]
46efae048b8692b4c4bcecbddc931df280a490e4636bad77b2e4075784797896,[8]
d4e7bdd58ed380afa5ba8861f8bd9d2acb0d3c51cc72223885770e0ef84cbe27,"[1, 1]"
c64aaac0d2660b004e3269b9b5350e277da0c9d4516803c64aeac38c57654582,[8]
a4668f875c5294edc9a98c83cd82586b8f37f7fe546b2a74b4021d8924b46637,[8]
37af0f725ca308949fde0c19a5d066a83546ea2d194dbcf3d8d69787ac6025bf,[3]
80bbd1062e43565a80180084a1f9ef4977f3e7784610d8d4f33e4e1456e6c4f7,[8]
66bab6fb1d4699af655ca6aed7fe9b610c2185e9169298f99238b631cd31561f,[8]
32fdc5118f1a2450423b5ea038b5f9ff69ae8ef5c5be145a4dd6586640f1c01a,[8]
996f05d19c969acb9e3a89f83c06b9e4f37f820bd8653413a5a222a374c0c3c8,[8]
6d307c2d6b27d9583ef8580b1d48280753b4fe6fe990560d7c79de2ec17b6ff5,[8]
37a498df0f72f0ae7c50c6d6c327c672bc6955440c366619ed3b27d711db455f,[8]
1d13acec123dca24e73c9ca4b67aac3606d90c0a12ee34bf5ed1a03c034a5b75,[8]
71619e2ea8bc3fd57c38f75fc996ae5506aa965fdd2e3a1c40a84a746220d9eb,[4]
9e712981375b41c037fc8a1a471ee990caf353f93ee01d9f6893a6f56e6b8546,[8]
3cadefd087a4b9c14af4a6d29cef35298b673fab6cfd595aad925d04a375a100,"[1, 5]"
cd0b719288485079a1c18d41e3aa2c9abafd359864b21d71d003000c73f9174f,"[2, 3]"
bc691976300f7775549564fdb78a8278448a9889d47a0a8e88b930dd824fe1df,[8]
abf06d98afd17473bb70a9d9e3dd9b71cb0c346a7a71f5d3cbde7ab6c20d0ade,"[5, 2]"
e3178cbc2e3161085fbe9bec3739ff16bf4dd019e9222c0dda0d067f06808a65,[5]
5c1145309bf31807507efbb44b7935dff3a4ce64f67af3f59986b67de44aa611,[8]
d3d12e801dbcf2ccfa8687a117e66a38faf106544b15e11dc42374b7b6c70635,[8]
26f9ae2539547c46f7b9add282cae68beb3b3f5a7bae325b1a8329cceae0786a,"[1, 1, 1]"
32289723cb1dd4a2d0bd4b1d087fd08724a1bd46f7eedeffc5e7ff244f0106fd,[8]
8cda255bd47da404b627239733d94603b0ba0b2f2dc013603a20106655c9cdfc,[8]
e34446986c6d1f1af1a6a1d8000a6527bdbb6fa585888b07a24bc676333cca68,[8]
320475651240225a71a8a3af623ea6b9f396d1d21bc088635dfdeb17323798a9,"[6, 1]"
74ffb26ed73b172225af285d30dffa5e93fe0f11e37322ca4fe97f3b1a296e00,[8]
2422e194f3be9a62df34116d6fc12b5b9480482b05cb83105bd3b84177775a3f,"[3, 4]"
7498b1006403f60df5cf8dcb73ca0f559af50cdce6304f66bbbbdca14af2c4fb,"[2, 4]"
671be79eb7f440f6d879196e7aca461a2c502d8e388ef3d592a2cf68b0ba62ee,[8]
223b5b7fcc8f7c1c67c89c4e596b8560eb3c1ea904cc9d5a07bb45083eb504ed,"[2, 5]"
0c8ab460ffb58dc40eb20b9aac987f2f0153ef87e969db25177b323303acea78,[1]
826d69afec17eff273db50f0f4f6fe7899ebf5460606962d53578f136f0ca2d7,[8]
48b7e29e342692fe4e0d4666005f4a4472fd9d9ab05b217f19c4625ab7235c71,[8]
d14d13ffcc16d9b6c13bbe0259dca5603a486182ba960abbeb6d6f0bd3eb2bd2,[8]
cf9c368575fd06204234569d0bbd6fe32c0f63cddead341476b1bd3b95b208e4,"[3, 4]"
bb30d474b1c6301a4411f4905e83344d5c56df48bb8ac0a0274f08a5edbf0769,[8]
79cee1fa3d61580691e541db86654d36f19d9dd7e41420089e05381018fad9c8,[8]
a8487156b183949421cadca2ae981583dd075b5bc3423165a4980788dd5b7cb7,[5]
41269ebc35eac8a31e6ec96c1947d4a681c288cc278d5d874e3572e0d740d20b,"[1, 4, 1]"
10fbc28ad1f25d602f0d3ee0167596f1111502519cfd98f3f5f23d819a3edda2,[8]
4f9003cafbe6eaa03bac74d5c935dc37e0a0aaabd9efd159bbe62b47fbe498a6,[8]
a2fddce173365ef46b53c2923d17528c127b17b7d58329c0c3fe9f78ea2af5ab,[8]
60f775f4dc6f9b7d6ef359bbce51d12ef68eb5b79c440cd08891cad8833611a3,[8]
2349c15d62c3d200d253ba8ceaad884aabfe88db4d3aea3f4e5e5259762caec7,[8]
359801bf85be8e69ffdf3287301b4b45d6e4cbe38258b767ec9044f8f659d96e,"[6, 1]"
53faf5f4a835177bf36e013519e0f81801b62746eaf82ad915be1c26402f724c,[8]
42a7384ad808c9913850bbb3257f0517866114c55377b8ffadd0be79d4b5ee68,[8]
99a3e54f43faaffeb8a8320c439d7fdfd2a3113c9aa27fd4094fd7dcc3131172,[8]
f2fdcc4a3da48585d5eb330892b2fdb8a036e02aade1141cbcfc71e5b4115b3a,"[5, 2]"
8fa5a7bd2f6d0baa147cb74833a447b32d83a702a01fbc68f996701f9ac3a190,"[3, 4]"
d6a13a42391c871e8845e26ba1b67dbbc7101b291233a0d86cffd250a1e8ff16,[8]
1ac3facc562ccd8ad33ac906798fdfefe84d903d600a12a6ced5a7cc58ba7fbb,"[3, 1, 2]"
7737455cc02e7eee66f30306e7e2c746608b82a30f9deb4568fa8322ca7d4533,[8]
81f247a165f353797450fda0339cb9d0ddb2df19fb0756884247e18ae71f17ed,[8]
093af3162f52e0cf2547aa5950786760f74e1d31b50275882e3e9ca2f72381c3,[8]
43a70993d0995b3d56abdeff5795ca9732c5bfa2d9dd0fc8bf2e471b675a4dae,[8]
a41b6f52b22b8b7b905d96fa91c5a25f24fe39172d8be8b879b12d494d5948b4,[8]
c7f5b44cf4dfd027e1038f1cd32bd86e4786773d6887bdf4c02c37f84f002376,"[3, 3]"
a34ef2766e27cb09b8a1b5b796a2c5bbe51757f3190e94ef620d0d35cb6e92ee,[2]
3092bbced299840d602af86fedfbe5b279daf2a5d44852d004e8deee92c241e8,[1]
6e0f0dd0a1d3844c86912475baea304e00c679ded4f04d66653064821d198d7b,"[1, 3]"
91532a07967ea9456843aa34582b8e998e794ac83113fdaf5152ddcce56ff91a,[6]
0abb221b10c6525adfe5f0f0ae6ca2599f7a9cec644475fb9ce7d3233e3b491c,[8]
fd57ff658c03e7a27ed24879e5c71b69e8b71b277a621cbfd39e966273520eab,[8]
013a03418cfc59198d39b97ebe7fb6737602dd203cf31d0a86bae020780686f8,[8]
803167a5c09fbe63e82da7124f3b3e2c2c583795bc1d3823899d9753081bc31d,[8]
c70462da8707756cc1dd6be94e6139e2cc8ea961f28e2843e69b09f2d391d35f,[8]
129b0dc9d4d40158d4ffe8f81ae512d73715af47e89eb172c55fe649c17a6161,[8]
a14952cf96cdf4eacef7ff363b23edbacdba6de5b92be52e4839e2e08e68f1d1,[1]
4b240e455bbd736750d08c7bb6ba8548eebce7bfc0cfd75375de87a5bd9d83ac,[8]
2917466f86db920f88d74f3625b2e215198a4530357df3abf4babc6f44dde6f0,"[1, 4]"
4a70d93aef331c3ddd21e86a2e1ad19d6aa089ceae934df6392f47df4f6b248c,[5]
553d4a8edd70c75f0680707709872039c4a9402272f5f7530405b41691dd7246,[8]
2f3f021d7309805f5cc7fe746775f7318e01e87a3567e247884e27fd205024d0,[8]
3907ac194caaa04718f3acfe1f47c70fbb03c06b914564c65504a34804634104,"[5, 1]"
4332edf3c5d74670d9a88d820d62b6f3ab4331d29acce384f251dd3c39da0227,[8]
bd9b7ff1e82757508c3d35f666fe1f7aef5f122ffa3996134189a1a83525c5e9,[8]
bccb29133ee7abeeeb1a7e49ef045a84889b96cc35f7d2d8b1311b42c491a5e0,[8]
1c9355c4a4f98b791d28b9b43e97a17ca3f406bad155bc0182c3fa2cec707bbf,[7]
c4dc4a8aa6842e6a997746064f50699ab0333783ddc68d41e95f5e591f5cb1d2,[1]
709edfff563a8da24f321041afae18d59dd0afc806501d1976a1cd200778f811,[8]
8d87e95b6ea238a81f2389791b7d86812505c67b165a655040d884b41aeddbfb,[8]
d3918b8916ae20693e4122ce82f4a33f6087ff038e04e928eb6435ebdb635215,[8]
a638ead2e20f2ef422043ef3893e9eb56e4eb9e6bf1a1aec3388ff50d01b057c,[8]
9945fdc92d5be2801dde326f03ab4139ec3b35f953b55c0d2428b07060127f58,[8]
47cb8fed9ad6f409942fbae5a7ed7ebd9b390b44b6c9740fd3244bc7a2fad515,[8]
b47368d86f4b17a965c2505c7fa51a43afcea7fba0001d1463f4d7e38df0c0eb,[8]
bd6b527bde3f66aebff57dcbda5f59d649024d02e6c4381cff13720b48da7874,"[5, 2]"
3bd30e7b0484882875560eb7fad5e9fbfd98d54daf617b299800640b6e8d15a6,"[1, 3, 2]"
57dcd2b0785eba62ac5b1cd9c35d79d4d93916ad1f9c9902b5cab8aabad5b9b4,"[2, 5]"
87e99c5e19c6f9956fe66adb9703ae103a4e46a02a64e5dcc5735bc9a48cc180,"[1, 1, 1]"
0bc6ec830b5825a8ffc0ba2a7ab8d62c99042dd1da77b66398a35c59e6f45e2a,[8]
848bd4aed4012e7e034a6e15c12907ab26459466d26e16ef1565e369e1d39432,[8]
ab1412a0df3f7fe1337a03ef59939cd9ae2a4f52513a1453b1ba68fc2d652e92,[7]
d0f5d7955fb7da4dc615d64da62430ffdcd7006c7031647bdefe8ab6e6bc02b2,[8]
72f90cbfbeb939d6db99fafe7f0d11b0a60a3e3c321a0a90d6b1aa4ddc1339ad,"[5, 2]"
15ebb54c7ae0dbd058bb619edc45ad8d202d1392fb47f01cd0d2f628053c2881,[8]
244fd686bbba35b0aea2a3876e355db97fb74d980872a7f51d5fee0d485d01c7,"[1, 6]"
97f5f02727712e8e909804d345b1068f14ba6c8ce0de4248bb6cb6a73849f4ae,[7]
4c6184336dc179bf1c9c8337e7b39c05172d2ad680bb30ce0b9fc772cd7f8e23,[8]
423a143c24e252e5dd5d6759103bc3a4baeb79f065a6161bb9dd73605d457df7,[8]
f323f894807fd1cfcf4c5526b4dcb199fed4a7600a1049980641e88e9d53fa0f,"[2, 1, 3]"
526de11a7d248963e64193813370760bf8fd9e9cf4ac8a960e02d1e5e3d9d822,[8]
e3251d4d4a52db8452c6da9ae560263ea03680afaf5619a0f90cb9ce5e8f108a,"[4, 3]"
2450880f53916be9643bfc40eb661b7e5f8523eb01a20b9d30f9eb85d0b11cbe,"[2, 2, 1]"
fa744c544e65dfe5a1b16e6056baa7f5e012b2531901409a423ad771f083d6e9,[8]
4125e0b5cada3e43235b5fc9c4d784c24a1523eb5052e73aaca561ba2bd3834a,"[3, 4]"
2945b9cf951eb69f1a12ae8db33d4aa441d33d89a4889b1f4ffb84e8acfdde6e,"[3, 4]"
075248c9d3112fc407daeaba6a07d5371d86e1064774aba7c4b5380d876232b4,"[5, 2]"
1c90b9235b04b9bf8159deb041d3de2751fe1a29be1dc8ffb5f1de029a7557d3,[8]
17fadf6728f982d9eec14805e458ab223c175841a2c1d659266518483ef31201,[8]
81292cc2ca64f35025105c3156a6e29be163b2358a7eebf62e3f9187064bf4c0,[8]
a821d2618cfd376affb2042c21fb1af45675ac278a3dbd22b8788ad6baa19317,"[2, 3]"
781359087020d603343ccf46c6486242281c73bd564411d6c90ccc99fc7c7547,[8]
928173d625916bd9dc38a078066d0b6c2fddfbe97e2275ee3cb8489bae46e509,"[5, 2]"
90b651dc93ca513f37a111cdcf91e98a56c8513049e62f025150adf8fec403d7,[8]
aa29181237965b874e9c606ea5f8a717e77eb7f8d3bb972df60b468e0df99ac3,"[5, 2]"
1e82c70ae3730fe4b956d45ce093b61bea4b51c7b7630e0d96cbc2e615e116a4,[8]
a6160905ef68201c7000a3f866fb71fb4d66bc6fc92b5f107a002380fb049ae5,[8]
977d15f910d3047aba48219ce9240eebe69a6970af9f68c7990da4a7060c8b01,"[2, 3, 1]"
991d6a34a4b329be3e20e8c572797753994dedc6983363421ce38cecc7f3a612,[8]
07b13c6881c624fc934f866c2e5749887c6ca030dac720abecce1f623d267470,[8]
8d561fe7409665876468025997e3cec17ac610dfa96ae57fdfc8aa36788f2c65,[8]
45ae8155ebc8aa5c22e4f56ca89c5b84b94e35bf9df5b8c9c77c9915b639d649,[8]
